1.54E-05,14
2.52E-05,69
3.36E-05,116
3.50E-05,5211
4.20E-05,5305
4.34E-05,101
5.04E-05,4971
5.32E-05,358
5.74E-05,3217
6.30E-05,15
6.44E-05,3943
6.73E-05,240
7.01E-05,429
7.29E-05,4607
7.57E-05,9
7.99E-05,1042
8.27E-05,33
8.41E-05,370
8.69E-05,1905
9.25E-05,35
9.53E-05,1233
0.000100875,216
0.000102276,1511
0.000105078,407
0.000106479,477
0.000110682,2791
0.000114885,257
0.000117687,491
0.00012049,32
0.000124693,691
0.000126094,527
0.000128896,238
0.000130297,211
0.000133099,790
0.000140104,5891
0.000145708,127
0.000151312,209
0.000159719,191
0.000165323,21
0.000168125,781
0.000169526,8
0.000172328,382
0.000173729,72
0.00017513,1071
0.000176531,47
0.000189141,137
0.000190542,18
0.000193344,93
0.00020175,555
0.000204552,16
0.000210156,458
0.000217161,89
0.000218562,467
0.000221364,77
0.000229771,47
0.000239578,35
0.000240979,1
0.000245182,69
0.000247984,68
0.000249385,54
0.000252187,182
0.000257792,100
0.000260594,142
0.000261995,20
0.000266198,90
0.000277406,411
0.000280208,7
0.000285812,18
0.000287213,59
0.000291417,55
0.000294219,404
0.000302625,5
0.000306828,208
0.000315234,472
0.000319437,67
0.000322239,214
0.000332047,209
0.00033625,46
0.000344656,97
0.000347458,4
0.00035026,625
0.000353062,115
0.000361469,427
0.000364271,106
0.000372677,1
0.000378281,111
0.000385286,52
0.000386687,25
0.00039089,944
0.000399297,32
0.000402099,50
0.000409104,9
0.000413307,36
0.000420312,2070
0.000434323,191
0.000437125,120
0.000441328,11
0.000442729,59
0.000451135,1426
0.000453937,5
0.000455338,104
0.000462344,6
0.000476354,166
0.000498771,12
0.000504375,58
0.000509979,2246
0.00051138,84
0.000521187,19
0.00052539,20
0.000532396,548
0.000546406,95
0.000553411,151
0.000559015,184
0.000560416,1724
0.000571625,4
0.000574427,42
0.00057863,1
0.000580031,14
0.000585635,22
0.000588437,1
0.000602448,254
0.000608052,365
0.000616458,379
0.000630468,427
0.000644479,134
0.000647281,1
0.000651484,80
0.000655687,50
0.000664093,24
0.000665495,600
0.000666896,331
0.0006725,31
0.000700521,3387
0.000715932,166
0.000728541,161
0.000735547,5
0.000746755,29
0.000756562,18
0.000770573,58
0.000774776,138
0.000781781,2
0.000807,25
0.000826614,301
0.000837823,32
0.000840625,208
0.000843427,1
0.000868645,22
0.000872849,16
0.000882656,11
0.000896666,9
0.000912078,6
0.000919083,12
0.000920484,20
0.000924687,317
0.000931692,15
0.000947104,9
0.000952708,47
0.000980729,433
0.00100875,215
0.00102276,336
0.001031166,24
0.001050781,79
0.001078802,2
0.001106822,920
0.001120833,6
0.001129239,2
0.001137645,103
0.001148854,98
0.001165666,3
0.001176874,1391
0.001190885,22
0.001204895,1441
0.001206296,10
0.001217505,1
0.001225911,206
0.00123852,1
0.001246927,14
0.001260937,16
0.001263739,15
0.001288958,3
0.001302968,1275
0.001316979,4
0.001325385,3
0.001330989,421
0.001344999,630
0.001353406,2
0.001387031,11
0.001401041,4581
0.001412249,2339
0.001429062,97
0.001433265,1
0.001436067,20
0.001438869,1
0.001445874,27
0.001457083,44
0.001471093,22
0.001506119,849
0.001518729,1
0.001529937,1
0.001541145,166
0.001571968,9
0.001597187,2
0.001608395,1109
0.001649025,27
0.001653228,1
0.001681249,314
0.00169526,1934
0.00172328,4
0.001730286,55
0.001737291,61
0.001738692,7
0.001751301,305
0.001765312,17
0.001782124,104
0.001804541,769
0.001821353,1012
0.001882999,2
0.001905416,64
0.00191102,90
0.001926431,23
0.001933437,30
0.001957254,13
0.001972666,47
0.001995082,1
0.001996484,13
0.002017499,285
0.00203151,110
0.002039916,292
0.00204552,2
0.002067937,109
0.002101562,49
0.002129582,11
0.002168812,2
0.002171614,145
0.002173015,5
0.002185624,1109
0.002191228,4
0.002213645,1
