0.001,2
0.002,1
0.0035,1
0.005,2
0.0056,1
0.006,1
0.01,1
0.011,1
0.01168,1
0.011736,1
0.012,5
0.013536,1
0.014,1
0.015,1
0.015031,1
0.016,1
0.017,2
0.023,1
0.025729,1
0.035,1
0.036,1
0.039,1
0.04,1
0.048,1
0.05,2
0.052,2
0.052115,1
0.054,1
0.055,38
0.056,1
0.05694,1
0.057,4
0.058,2
0.059,7
0.06,51
0.061,12
0.062,10
0.063,12
0.063285,1
0.064,21
0.065,12
0.066,18
0.067,23
0.068,25
0.069,19
0.07,21
0.071,24
0.072,30
0.073,24
0.074,31
0.075,33
0.076,31
0.0768,1
0.077,37
0.077283,20
0.077316,2
0.07733,7
0.077364,43
0.077376,13
0.0774,167
0.077425,41
0.077657,26
0.0777,34
0.07771,26
0.077745,58
0.07776,1720
0.077818,22
0.077841,3
0.0779,7
0.077964,153
0.077996,10
0.078,559483
0.07812,55
0.0782,7
0.0783,2
0.0784,119
0.07848,4
0.0785,113
0.0786,13
0.07875,26
0.078771,1
0.07884,12
0.079,6003
0.079079,1
0.079205,1
0.07921,1
0.0794,1
0.0798,288
0.079922,1
0.08,11341
0.08083,1
0.081,5897
0.081249,1
0.08132,2
0.0815,2
0.081687,5
0.0817,9
0.08176,2
0.0819,11
0.081969,2
0.081985,3
0.082,5827
0.08208,1
0.08246,7
0.0828,1
0.08282,2
0.08284,6
0.083,5522
0.08316,3
0.08322,2
0.083266,1
0.08372,1
0.083826,1
0.084,6011
0.084214,1
0.0843,2
0.084315,2
0.084372,1
0.08455,2
0.08464,1
0.084672,3
0.0847,28
0.084899,3
0.085,1827
0.08556,1
0.085656,1
0.0857,8
0.085715,1
0.086,2235
0.086213,2
0.0863,5
0.086775,1
0.0868,1
0.087,1874
0.08733,2
0.08769,1
0.08774,9
0.08778,3
0.087792,1
0.08784,2
0.087875,2
0.087927,2
0.088,1686
0.08811,2
0.08815,1
0.0882,8
0.088401,2
0.08848,1
0.088536,3
0.08856,26
0.088644,1
0.08878,3
0.08897,23
0.089,1595
0.08938,2
0.089712,3
0.08979,10
0.0898,2
0.089863,4
0.09,4888
0.09048,2
0.090972,2
0.091,1630
0.091676,1
0.09196,1
0.092,1481
0.0925,1
0.092625,3
0.09272,1
0.092904,1
0.09292,4
0.093,1612
0.09324,1
0.09331,1
0.093806,5
0.093996,7
0.094,1363
0.09432,1
0.09462,1
0.09471,11
0.094908,1
0.095,1590
0.095718,4
0.095976,1
0.096,1626
0.0963,2
0.096387,1
0.096451,1
